,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
576,01-May-2010,2010.0,Unprovoked,USA,Florida,New Smyrna Beach,walking,minor puncture wounds to right ankle,No,10h30,4' shark,"New Smyrna Beach,Florida,USA",29.0258132,-80.9271271
577,19-Apr-2010,2010.0,Unprovoked,USA,Hawaii,"Hanalei Bay, Kauai",surfing,"no injury, surfboard bitten",No,16h00,14' shark,"Hanalei Bay, Kauai,Hawaii,USA",22.21,-159.5091667
578,13-Feb-2010,2010.0,Unprovoked,AUSTRALIA,Queensland,"Dent Island, Whitsundays",diving,lacerations to legs & buttocks,No,13h30,2 m shark,"Dent Island, Whitsundays,Queensland,AUSTRALIA",-20.35923885,148.93284326980898
579,11-Feb-2010,2010.0,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale Beach, Sydney",surfing,"minor injury, lacerations to left lower leg",No,08h00,"wobbegong shark, 1.6m","Mona Vale Beach, Sydney,New South Wales,AUSTRALIA",-33.68273345,151.3114565192589
580,06-Feb-2010,2010.0,Unprovoked,AUSTRALIA,New South Wales,Turners' Beach,other,"no injury, shark & board collided",No,15h30,"white shark, 2.5m","Turners' Beach,New South Wales,AUSTRALIA",-29.43007225,153.36288941711814
581,06-Feb-2010,2010.0,Provoked,USA,Florida,Riviera Beach,walking,leg bitten while trying to free a hooked shark provoked incident,No,15h00,"spinner shark, 6'","Riviera Beach,Florida,USA",26.784343,-80.0650293
582,03-Feb-2010,2010.0,Unprovoked,USA,Florida,"Stuart, Martin County",kiting,fatal,Yes,15h44,,"Stuart, Martin County,Florida,USA",27.197983,-80.2519175
583,22-Jan-2010,2010.0,Unprovoked,AUSTRALIA,Victoria,Geelong,surfing,lacerations to right hand,No,07h30,,"Geelong,Victoria,AUSTRALIA",-38.1492813,144.3598269
584,09-Jan-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,other,minor injuries,No,,,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
585,09-Jan-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,other,right wrist bitten,No,17h00,,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
586,09-Jan-2010,2010.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,other,left arm bitten twice,No,06h45,,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
587,06-Jan-2010,2010.0,Unprovoked,USA,Florida,Elliot Key,fishing,lacerations to  arm,No,10h15,,"Elliot Key,Florida,USA",36.203974,-115.273276
588,26-Dec-2009,2009.0,Provoked,AUSTRALIA,New South Wales,Avoca Beach,swimming,lacerations to lower left leg after stepping on the shark                 provoked incident,No,11h00,,"Avoca Beach,New South Wales,AUSTRALIA",-33.465,151.4344444
589,22-Dec-2009,2009.0,Unprovoked,MOZAMBIQUE,Maputo Province,Ponta do Ouro,swimming,multiple lacerations to right torso & arm. defense wounds on  hands,No,16h30,"zambesi shark, 2m","Ponta do Ouro,Maputo Province,MOZAMBIQUE",-26.840508,32.883046
590,20-Dec-2009,2009.0,Boating,AUSTRALIA,Queensland,Mudjimba Island,sailing,"no injury to occupants, kayak bumped by shark",No,11h00,,"Mudjimba Island,Queensland,AUSTRALIA",-26.61468235,153.1147404944901
591,16-Dec-2009,2009.0,Unprovoked,NEW ZEALAND,South Island,Clark Island,swimming,fatal,Yes,,"white shark, 2.8 to 3 m","Clark Island,South Island,NEW ZEALAND",-41.17126715,174.0225404875186
592,05-Dec-2009,2009.0,Provoked,USA,New Jersey,"Adventure Aquarium, Camden",diving,lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  provoked incident,No,13h00,"sandtiger shark, 8'","Adventure Aquarium, Camden,New Jersey,USA",39.9453918,-75.13137860613611
593,24-Nov-2009,2009.0,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard County",walking,left foot bitten,No,Morning,6' shark,"Lori Wilson Park, Cocoa Beach, Brevard County,Florida,USA",28.337194,-80.6102389
594,16-Nov-2009,2009.0,Unprovoked,USA,California,"Loch Lomond, Marin County",fishing,puncture wounds and minor lacerations to dorsal surface of his left hand,No,16h45,thresher shark,"Loch Lomond, Marin County,California,USA",37.9723854,-122.4822441
595,16-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",surfing,foot bitten,No,09h30,,"Jupiter, Palm Beach County,Florida,USA",26.9342246,-80.0942087
596,13-Nov-2009,2009.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",surfing,foot bitten,No,16h30,,"Jupiter, Palm Beach County,Florida,USA",26.9342246,-80.0942087
597,11-Nov-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,foot bitten,No,Afternoon,4' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
598,08-Nov-2009,2009.0,Unprovoked,AUSTRALIA,South Australia,Second Valley,sailing,ankle bitten,No,10h30,2 m shark,"Second Valley,South Australia,AUSTRALIA",-35.5146849,138.2192418
599,05-Nov-2009,2009.0,Unprovoked,USA,California,"Davenport, Santa Cruz County",surfing,"no injury, board broken in half",No,Dusk,,"Davenport, Santa Cruz County,California,USA",37.0116166,-122.1919134
600,30-Oct-2009,2009.0,Boating,AUSTRALIA,Victoria,Portland,sailing,"no injury, shark bit kayak",No,Morning,"white shark, 4m","Portland,Victoria,AUSTRALIA",-38.3456231,141.6042304
601,24-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",surfing,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",No,17h30,,"San Onofre, San Diego County ,California,USA",33.3803575,-117.5736037
602,19-Oct-2009,2009.0,Unprovoked,USA,Hawaii,"Kalama Park, Maui",surfing,bitten on upper right thigh & right ankle,No,06h00,6' to 8' shark,"Kalama Park, Maui,Hawaii,USA",20.731544300000003,-156.4530372738763
603,17-Oct-2009,2009.0,Provoked,SCOTLAND,Fife,Deep Sea World Aquarium,diving,15-20 puncture wounds to arm by captive shark  provoked incident,No,14h45,angel shark,"Deep Sea World Aquarium,Fife,SCOTLAND",56.0081687,-3.3910340500000244
604,09-Oct-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",surfing,laceration to shin of left leg,No,11h00,,"San Onofre State Beach, San Diego County,California,USA",33.34913125,-117.5248882169962
605,26-Sep-2009,2009.0,Unprovoked,USA,Florida,"Key Colony Beach, Monroe County",swimming,laceration to right foot,No,17h30,"bull shark, 8'","Key Colony Beach, Monroe County,Florida,USA",24.7209744,-81.0186827
606,13-Sep-2009,2009.0,Provoked,BRAZIL,Pernambuco,"Piedade, Recife",other,cause of death was drowning; his remains were scavenged by sharks,Yes,,,"Piedade, Recife,Pernambuco,BRAZIL",-8.1760585,-34.917877
607,12-Sep-2009,2009.0,Invalid,USA,North Carolina,"Corolla, Currituck County",swimming,fatal,Yes,21h00,shark involvement prior to death not confirmed,"Corolla, Currituck County,North Carolina,USA",36.3847464,-75.8286983
608,07-Sep-2009,2009.0,Unprovoked,BRAZIL,Pernambuco,"Piedade, Recife",swimming,fatal,Yes,Afternoon,,"Piedade, Recife,Pernambuco,BRAZIL",-8.1760585,-34.917877
609,30-Aug-2009,2009.0,Unprovoked,USA,California,"Huntington Beach, Orange County",surfing,no injury,No,18h30,4' shark,"Huntington Beach, Orange County,California,USA",33.6783336,-118.0000166
610,10-Aug-2009,2009.0,Unprovoked,USA,Florida,"Ponce, Volusia County",swimming,puncture marks on left foot,No,19h00,,"Ponce, Volusia County,Florida,USA",29.0963729,-80.9369983
611,30-Jul-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Broken Head,surfing,left forearm grazed & puncture marks in wetsuit,No,06h15,,"Broken Head,New South Wales,AUSTRALIA",-28.715,153.5844444
612,29-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,foot bitten,No,17h30,,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
613,24-Jul-2009,2009.0,Unprovoked,USA,Texas,South Padre Island,walking,lacerations to anterior left lower leg,No,Afternoon,,"South Padre Island,Texas,USA",26.1036887,-97.1646938
614,22-Jul-2009,2009.0,Unprovoked,USA,North Carolina,Holden Beach. Brunswick County,swimming,laceration to left foot,No,15h00,,"Holden Beach. Brunswick County,North Carolina,USA",33.9135061,-78.3038892
615,22-Jul-2009,2009.0,Unprovoked,USA,Florida,"Intracoastal Waterway,      St. Petersburg",swimming,laceration to lower right leg,No,15h00,,"Intracoastal Waterway,      St. Petersburg,Florida,USA",27.6543167,-82.6075839
616,18-Jul-2009,2009.0,Unprovoked,VIETNAM,Binh Dinh Province,Quy Nhon ,swimming,severe bite to right leg,No,,,"Quy Nhon ,Binh Dinh Province,VIETNAM",13.770409,109.232667
617,11-Jul-2009,2009.0,Unprovoked,USA,California,"San Onofre, San Diego County ",surfing,"no injury, shark collided with surfer & board",No,08h30,5' shark,"San Onofre, San Diego County ,California,USA",33.3803575,-117.5736037
618,05-Jul-2009,2009.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,right ankle bitten,No,16h00,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
619,04-Jul-2009,2009.0,Provoked,USA,Florida,"Biscayne National Park, Miami",swimming,thigh injured by hooked shark provoked incident,No,15j45,"nurse shark, 6'","Biscayne National Park, Miami,Florida,USA",25.50312235,-80.23484963198766
620,27-Jun-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",surfing,2-inch laceration to upper left arm,No,08h45,"thought to involve a bronze whale shark, 2m","Seven Mile Beach, Gerroa,New South Wales,AUSTRALIA",-34.83706065,150.75398192278212
621,25-May-2009,2009.0,Provoked,USA,Florida,"Clearwater Beach, Pinellas County",swimming,right foot bitten,No,20h30,5' to 8' shark,"Clearwater Beach, Pinellas County,Florida,USA",27.9774736,-82.8279313
622,17-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to left leg & foot,No,09h35,blacktip or spinner shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
623,16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to right foot,No,10h27,blacktip or spinner shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
624,16-May-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to right hand,No,10h16,blacktip or spinner shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
625,28-Apr-2009,2009.0,Unprovoked,USA,Florida,"St. Augustine, St. John's County",other,multiple lacerations to right foot & ankle,No,16h45,,"St. Augustine, St. John's County,Florida,USA",29.8946952,-81.3145395
626,Reported 25-Apr-2009,2009.0,Unprovoked,USA,California,"San Onofre State Beach, San Diego County",surfing,no injury,No,10h00,,"San Onofre State Beach, San Diego County,California,USA",33.34913125,-117.5248882169962
627,21-Apr-2009,2009.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,3 puncture wounds to posterior right ankle,No,Late afternoon,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
628,20-Apr-2009,2009.0,Unprovoked,PHILIPPINES,Batangas province,Mabini,swimming,legs bitten,No,0500,,"Mabini,Batangas province,PHILIPPINES",13.7476897,120.941278
629,17-Apr-2009,2009.0,Unprovoked,USA,Florida,"Walton Rocks, St Lucie County",surfing,laceration to forearm,No,13h15,2' to 3' shark,"Walton Rocks, St Lucie County,Florida,USA",27.3407128,-80.2375881
630,12-Apr-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Bay,skiing,"no injury, catapulted into the water & ski damage",No,08h00,2' to 3' shark,"Fingal Bay,New South Wales,AUSTRALIA",-32.7470423,152.1687575
631,06-Apr-2009,2009.0,Unprovoked,USA,California,San Diego County,fishing,shark struck him but the diver was not injured,No,07h45,"white shark, 12' to 15' female","San Diego County,California,USA",32.9637838,-116.7706277
632,03-Apr-2009,2009.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",walking,lacerations to right foot and ankle,No,16h00,,"Sanibel Island, Lee County,Florida,USA",26.440359,-82.1137049
633,20-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Blue Bay,surfing,"laceration to right foot, puncture wounds to calf",No,18h45,bronze whaler shark?,"Blue Bay,New South Wales,AUSTRALIA",-31.4239945,152.8874602
634,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,South Broulee,surfing,"no injury, shark damaged surfboard",No,Early morning,,"South Broulee,New South Wales,AUSTRALIA",-35.8483333,150.1677778
635,19-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Bateman's Bay,surfing,"no injury, shark bit nose of surfboard",No,07h45,,"Bateman's Bay,New South Wales,AUSTRALIA",-35.7072183,150.178289
636,18-Mar-2009,2009.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",surfing,minor bite to ankle,No,17h30,3' to 4' shark,"Ponce Inlet, Volusia County,Florida,USA",29.0963729,-80.9369983
637,06-Mar-2009,2009.0,Unprovoked,NEW CALEDONIA,South Province,Bourail,surfing,fatal,Yes,11h30,,"Bourail,South Province,NEW CALEDONIA",-21.5670707,165.4965697
638,01-Mar-2009,2009.0,Boatomg,NEW ZEALAND,North Island,Taranaki,fishing,"no injury to occupants, shark bit propeller",No,,,"Taranaki,North Island,NEW ZEALAND",-39.2711067,174.154795
639,01-Mar-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Avalon,surfing,lacerations to leg,No,06h45,2.6 m shark,"Avalon,New South Wales,AUSTRALIA",-33.6365039,151.3290299
640,12-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney",surfing,severe injury to hand,No,19h30,"white shark, 2.5m","Bondi Beach, Sydney,New South Wales,AUSTRALIA",-33.8906977,151.2724119
641,08-Feb-2009,2009.0,Sea Disaster,USA,Puerto Rico,Quebradillas,other,it is probable that all 5 passengers died on impact. the body of one was scavenged by a shark,Yes,,,"Quebradillas,Puerto Rico,USA",18.473687,-66.938211
642,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Cellito Beach,surfing,"no injury, surfboard dented",No,11h00,"white shark, 12'","Cellito Beach,New South Wales,AUSTRALIA",-32.3775,152.5258333
643,07-Feb-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Sandon,surfing,"no injury, flung from surfboard by the shark",No,07h30,,"Sandon,New South Wales,AUSTRALIA",-29.6762241,153.3317297
644,18-Jan-2009,2009.0,Boat,AUSTRALIA,Victoria,Off Tower Hill,fishing,"no injury to occupants, shark bit propeller",No,09h20,"white shark, 5.5 m","Off Tower Hill,Victoria,AUSTRALIA",-38.3301835,142.3534762936327
645,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,Tasmania,Binalong Bay,surfing,severe lacerations to right leg,No,15h45,"white shark, 5m","Binalong Bay,Tasmania,AUSTRALIA",-41.24899,148.31215
646,11-Jan-2009,2009.0,Unprovoked,AUSTRALIA,New South Wales,Fingal Beach,surfing,left thigh severely bitten,No,09h00,"white shark, 3.5m","Fingal Beach,New South Wales,AUSTRALIA",-32.744241450000004,152.17092476663618
647,06-Jan-2009,2009.0,Unprovoked,NEW ZEALAND,North Island,Haumoana ,swimming,posterior thigh bitten,No,17h30,broadnose sevengill shark,"Haumoana ,North Island,NEW ZEALAND",-39.6072711,176.9457704
648,Jan-2009,2009.0,Unprovoked,CUBA,Guantanamo Province,Guantanamo,fishing,lacerations to right calf,No,,bull shark,"Guantanamo,Guantanamo Province,CUBA",20.1431797,-75.2034783
649,27-Dec-2008,2008.0,Boating,AUSTRALIA,Tasmania,near Schouten Island,ep_boats,no injury to occupants -  shark became entangled in aft rudder,No,,2 m shark,"near Schouten Island,Tasmania,AUSTRALIA",-42.3126079,148.2783505
650,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Seal Rocks,surfing,"no injury, shark tore his swim fin",No,,,"Seal Rocks,New South Wales,AUSTRALIA",-32.4361913,152.5299305
651,27-Dec-2008,2008.0,Boating,AUSTRALIA,New South Wales,"Long Reef, north of Sydney",sailing,"no injury, shark struck kayak, catapulting him into the water",No,11h00,"white shark, 4m to 5m","Long Reef, north of Sydney,New South Wales,AUSTRALIA",-33.74198,151.3171101
652,27-Dec-2008,2008.0,Unprovoked,AUSTRALIA,Western Australia,Port Kennedy Beach,diving,fatal,Yes,07h00,4 to 5m white shark,"Port Kennedy Beach,Western Australia,AUSTRALIA",-32.3704685,115.7527396
653,20-Dec-2008,2008.0,Boating,USA,California,"Dillon Beach, Marin County",sailing,"no injury, shark struck paddle",No,15h00,white shark,"Dillon Beach, Marin County,California,USA",38.2481035,-122.95520923129016
654,14-Dec-2008,2008.0,Unprovoked,NEW ZEALAND,North Island,Maraetai,fishing,lacerations to left calf and ankle,No,,bronze whaler shark?,"Maraetai,North Island,NEW ZEALAND",-36.8807523,175.0426441
655,06-Dec-2006,2008.0,Boating,AUSTRALIA,New South Wales,Mowarry Point,fishing,shark bit boats sea anchor,No,Morning,"white shark, 4.5 to 5 m","Mowarry Point,New South Wales,AUSTRALIA",-37.1423163,150.0043599
656,28-Nov-2008,2008.0,Unprovoked,EGYPT,Red Sea,Elphinstone Reef,diving,lacerations to fingers,No,Morning,oceanic whitetip shark,"Elphinstone Reef,Red Sea,EGYPT",25.309294,34.860591645422446
657,09-Nov-2008,2008.0,Boating,AUSTRALIA,South Australia,North Haven,fishing,"no injury to occupant, shark bit dinghy & motor",No,,bronze whaler shark,"North Haven,South Australia,AUSTRALIA",-34.7872004,138.4905349
658,12-Oct-2008,2008.0,Provoked,AUSTRALIA,Northern Territory,Darwin,fishing,right leg injured by hook and hooked shark provoked incident,No,,"reef shark, 1.8m","Darwin,Northern Territory,AUSTRALIA",-12.46044,130.8410469
659,11-Oct-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,surfing,"no injury, board damaged",No,15h30,,"Lake Macquarie,New South Wales,AUSTRALIA",-33.06576870000001,151.61098699880313
660,08-Oct-2008,2008.0,Unprovoked,USA,Florida,"Santa Rosa Beach, Walton County",fishing,lacerations,No,12h00,,"Santa Rosa Beach, Walton County,Florida,USA",30.3466423,-86.2307992
661,28-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,small puncture wounds to the heel of left foot,No,11h45,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
662,28-Sep-2008,2008.0,Unprovoked,USA,Florida,Bethune Beach,surfing,right foot bitten,No,11h00,+3' shark,"Bethune Beach,Florida,USA",28.9491539,-80.83783
663,14-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ormond-by-the-Sea, Volusia County",swimming,lacerations to foot,No,12h00,2' to 3' juvenile shark,"Ormond-by-the-Sea, Volusia County,Florida,USA",29.3451855,-81.06837747222221
664,06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,minor injury to foot,No,12h00,,"Ponce Inlet, New Smyrna Beach, Volusia County,Florida,USA",29.0645221,-80.91515703931614
665,06-Sep-2008,2008.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,minor injury to foot,No,12h00,,"Ponce Inlet, New Smyrna Beach, Volusia County,Florida,USA",29.0645221,-80.91515703931614
666,01-Sep-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,shark bumped right ankle,No,10h00,4' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
667,Sep-2008,2008.0,Unprovoked,USA,Florida,Hutchinson Island,surfing,right hand bitten,No,Morning,,"Hutchinson Island,Florida,USA",27.2961557,-80.2161581
668,30-Aug-2008,2008.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,"no injury, bumped off board by the shark",No,,,"Tallow Beach, Byron Bay,New South Wales,AUSTRALIA",-28.6697473,153.62080870521265
669,30-Aug-2008,2008.0,Provoked,ENGLAND,North Devon, Lundy Island,fishing,wrist bitten by hooked shark provoked incident,No,,blue shark," Lundy Island,North Devon,ENGLAND",51.0824761,-4.0394583
670,28-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,superfical cut to left ankle,No,12h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
671,27-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to lower left leg,No,11h00,6' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
672,24-Aug-2008,2008.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,minor injury to left foot,No,15h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
