,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
1419,08-Jan-1989,1989.0,Unprovoked,USA,Hawaii,"Wailua, Kaua'i",swimming,"lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Yes,,,"Wailua, Kaua'i,Hawaii,USA",22.053886,-159.33799191401275
1420,1989,1989.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,diving,thigh & calf bitten,No,,7' silvertip shark,"Kavieng,New Ireland,PAPUA NEW GUINEA",-2.573474,150.795224
1421,22-Oct-1988,1988.0,Unprovoked,AUSTRALIA,Victoria,Phillip Island,surfing,lacerations to right leg,No,,7' shark,"Phillip Island,Victoria,AUSTRALIA",-38.5074036,145.18848037908447
1422,14-Oct-1988,1988.0,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",surfing,lacerations to left thigh,No,,6' shark,"Boca Raton, Palm Beach County,Florida,USA",26.3586885,-80.0830984
1423,11-Oct-1988,1988.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County ",surfing,left leg lacerated,No,X,1.2 m to 1.5 m [4' to 5'] shark,"Fort Pierce, St. Lucie County ,Florida,USA",27.4467056,-80.3256056
1424,10-Oct-1988,1988.0,Unprovoked,USA,Florida,"Playalinda, Brevard County",surfing,hand lacerated,No,18h30,1.2 m to 1.5 m [4' to 5'] shark,"Playalinda, Brevard County,Florida,USA",28.6548961,-80.6308632
1425,Oct-1988,1988.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",walking,leg lacerated,No,,1.2 m [4'] shark,"Sanibel Island, Lee County,Florida,USA",26.440359,-82.1137049
1426,28-Sep-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lacerations to foot,No,Afternoon,5' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1427,22-Aug-1988,1988.0,Provoked,USA,Louisiana,New Orleans,sailing,arm bitten by captive shark provoked incident,No,,"tiger shark, 1.8 m [6']","New Orleans,Louisiana,USA",29.9499323,-90.0701156
1428,22-Aug-1988,1988.0,Unprovoked,ITALY,Manfredonia,Ippocampo,other,survived,No,,,"Ippocampo,Manfredonia,ITALY",41.5106874,15.9118517
1429,11-Aug-1988,1988.0,Unprovoked,USA,California,"Klamath River, Del Norte County",surfing,thigh bitten,No,09h30,2.4 m to 3 m [8' to 10'] white shark,"Klamath River, Del Norte County,California,USA",41.533995,-124.0155651640087
1430,11-Jul-1988,1988.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",swimming,punctures & deep scratches to foot & buttock,No,10h30,,"Jensen Beach, Martin County,Florida,USA",27.22089615,-80.25567908960551
1431,04-Jul-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,punctures to lower left leg & foot,No,Afternoon,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1432,16-Jun-1988,1988.0,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",diving,survived,No,,sandtiger shark,"Ocracoke, Hyde County,North Carolina,USA",35.1146152,-75.9810097
1433,09-Jun-1988,1988.0,Unprovoked,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",other,left leg bitten,No,16h00,sand shark?,"Sea Pines Beach Club, Hilton Head, Beaufort County,South Carolina,USA",32.1249294,-80.78680687506075
1434,05-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,four lacerations to his ankle,No,12h00,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1435,01-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,cuts to right foot and ankle,No,08h57,1.8 m to 2.4 m [6' to 8'] shark,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1436,10-May-1988,1988.0,Unprovoked,USA,Florida,"Paradise Beach Park, Brevard County",surfing,left foot bitten,No,18h30,,"Paradise Beach Park, Brevard County,Florida,USA",28.12303205,-80.57537687455363
1437,04-May-1988,1988.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,left leg & right foot bitten,No,11h45,,"Melbourne Beach, Brevard County,Florida,USA",28.0683496,-80.5603303
1438,15-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",swimming,lacerations to left foot,No,18h45,,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1439,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,right hand bitten,No,,,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1440,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,"6"" laceration to left foot",No,,,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1441,31-Mar-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",other,foot bitten,No,,,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1442,16-Mar-1988,1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,surfing,"lower left leg bitten, hand lacerated",No,16h45,1.5 m to 2 m [5' to 6.75'] shark,"Isipingo,KwaZulu-Natal,SOUTH AFRICA",-29.9847222,30.9208333
1443, 15-Feb-1988,1988.0,Boat,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",other,"no injury to occupants, pontoon puctured",No,,"raggedtooth shark, 2 m","Brighton Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.9383333,31.0025
1444,13-Feb-1988,1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,other,"leg bitten, surgically amputated",No,07h40,zambezi shark (tooth fragments recovered),"Mtunzini,KwaZulu-Natal,SOUTH AFRICA",-28.9551784,31.7556978
1445,12-Feb-1988,1988.0,Boat,AUSTRALIA,Western Australia,18 km west of Bunbury,fishing,"no injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",No,,"mako shark, 3 m [10'], 200-kg [441-lb]","18 km west of Bunbury,Western Australia,AUSTRALIA",-33.387259650000004,115.68602459753086
1446,1988,1988.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,surfing,hand bitten,No,,wobbegong shark,"Sydney,New South Wales,AUSTRALIA",-33.8548157,151.2164539
1447,20-Dec-1987,1987.0,Sea Disaster,PHILIPPINES,Mindoro,Off Manila,sailing,25 people survived; 300 shark-mutilated bodies were recovered,Yes,,,"Off Manila,Mindoro,PHILIPPINES",12.369,121.3356
1448,17-Dec-1987,1987.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,left calf bitten,No,13h00,1.8 m [6'] blacktip shark,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1449,20-Aug-1987,1987.0,Unprovoked,USA,Florida,"Satellite  Beach, Brevard County",walking,lower left leg lacerated,No,11h30,1.2 m to 1.5 m [4' to 5'] shark,"Satellite  Beach, Brevard County,Florida,USA",28.1761233,-80.5900519
1450,15-Aug-1987,1987.0,Unprovoked,USA,California,"Tunitas Beach, San Mateo County",surfing,fingers & surfboard injured,No,07h30,5.7 m white shark,"Tunitas Beach, San Mateo County,California,USA",37.35564545,-122.40101627412392
1451,21-Jul-1987,1987.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,right foot & ankle lacerated,No,09h15,3' to 4' shark,"Ponce Inlet, New Smyrna Beach, Volusia County,Florida,USA",29.0645221,-80.91515703931614
1452,11-Jul-1987,1987.0,Boat,USA,South Carolina,Winyah Bay,other,no injury to occupants. shark grabbed anchor,No,,12' shark,"Winyah Bay,South Carolina,USA",33.2662776,-79.233105
1453,09-Jul-1987,1987.0,Unprovoked,BAHAMAS,Exuma Islands,Sampson Cay,diving,right leg bitten,No,13h30,,"Sampson Cay,Exuma Islands,BAHAMAS",24.2120984,-76.47769675952534
1454,13-Jun-1987,1987.0,Provoked,USA,Florida,"Nest Key, Monroe County",fishing,left hand bitten by shark he was dragging ashore by its head provoked incident,No,Afternoon,1.5 m [5'] blacktip shark,"Nest Key, Monroe County,Florida,USA",25.154009,-80.5090292
1455,25-May-1987,1987.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",other,"6"" cut to thigh",No,,1.5 m to 1.8 m [5' to 6'] shark,"Myrtle Beach, Horry County,South Carolina,USA",33.6956461,-78.8900409
1456,08-May-1987,1987.0,Unprovoked,USA,Florida,"St Augustine, St. Johns County",surfing,hand lacerated,No,,,"St Augustine, St. Johns County,Florida,USA",29.8946952,-81.3145395
1457,15-Apr-1987,1987.0,Unprovoked,USA,Hawaii,"Kailua-Kona, Hawai'i",swimming,"presumed fatal disappeared, his shark-bitten swim trunks were found on the seafloor",Yes,,,"Kailua-Kona, Hawai'i,Hawaii,USA",19.641941,-155.996933
1458,28-Feb-1987,1987.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,"lacerations to toe, heel & ankle of right foot",No,,spinner shark,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1459,06-Jan-1987,1987.0,Unprovoked,AUSTRALIA,Queensland,Lizard Island,swimming,right leg lacerated,No,07h00,,"Lizard Island,Queensland,AUSTRALIA",-14.6683188,145.4609161
1460,11-Dec-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,forearm bitten,No,14h00,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,"Ponce Inlet, New Smyrna Beach, Volusia County,Florida,USA",29.0645221,-80.91515703931614
1461,Dec-1986,1986.0,Unprovoked,NEW CALEDONIA,,I'le Ouen,fishing,right leg bitten,No,,tiger shark,"I'le Ouen,nan,NEW CALEDONIA",-22.4303634,166.80489098141513
1462,30-Nov-1986,1986.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,5' gash in leg,No,10h30,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1463,19-Nov-1986,1986.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,laceration to dorsum of left foot,No,10h40,,"Indiatlantic, Brevard County,Florida,USA",28.1002928,-80.5733857
1464,17-Oct-1986,1986.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,other,minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat provoked incident,No,,"raggedtooth shark, 1.96 m, 140-kg","Umhlanga,KwaZulu-Natal,SOUTH AFRICA",-29.73,31.0827778
1465,03-Oct-1986,1986.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",swimming,hip & thigh bitten,No,18h00,"lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered","Sanibel Island, Lee County,Florida,USA",26.440359,-82.1137049
1466,05-Oct-1986,1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,other,"no injury, ski bitten",No,11h00,1.6 m shark,"St. Michaels,KwaZulu-Natal,SOUTH AFRICA",-29.7330358,31.0826339
1467,Oct-1986,1986.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",surfing,laceration to right arm,No,,bull shark,"Floridana Beach, Brevard County,Florida,USA",27.9462734,-80.4970188
1468,Sep-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",surfing,hand bitten,No,,,"Ponce Inlet, New Smyrna Beach, Volusia County,Florida,USA",29.0645221,-80.91515703931614
1469,19-Aug-1986,1986.0,Unprovoked,USA,North Carolina,"Masonboro Inlet, New Hanover County",surfing,hand bitten,No,,,"Masonboro Inlet, New Hanover County,North Carolina,USA",34.1848928,-77.8122048
1470,09-Jul-1986,1986.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",other,back of left thigh bitten,No,,1.5 m [5'] shark,"Myrtle Beach, Horry County,South Carolina,USA",33.6956461,-78.8900409
1471,Apr-1986,1986.0,Unprovoked,SPAIN,Catalonia,Lloret-de-Mar,diving,abrasions,No,,2 m shark,"Lloret-de-Mar,Catalonia,SPAIN",41.6973503,2.8392392
1472,18-Mar-1986,1986.0,Unprovoked,SPAIN,Cádiz,Tarifa ,surfing,foot severed,No,10h55,3.5 m white shark,"Tarifa ,Cádiz,SPAIN",36.0127749,-5.6048873
1473,15-Mar-1986,1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",other,foot bitten,No,16h15,>1 m shark,"North Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8467091,31.035285842256584
1474,01-Feb-1986,1986.0,Unprovoked,AUSTRALIA,Victoria,Jan Juc Beach,surfing,"no injury, knocked into water & board bitten",No,06j00,"bronze whaler shark, 3.5 m","Jan Juc Beach,Victoria,AUSTRALIA",-38.34740485,144.30644801557804
1475,12-Jan-1986,1986.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,puncture wounds to both feet,No,08h35,blacktip shark,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1476,10-Dec-1985,1985.0,Unprovoked,USA,North Carolina,New Hanover County,other,survived,No,,sandtiger shark,"New Hanover County,North Carolina,USA",34.2751052,-77.8818627
1477,11-Nov-1985,1985.0,Provoked,AUSTRALIA,Queensland,Gladstone,fishing,laceration to lower left leg by hooked shark provoked incident,No,Afternoon,1m shark,"Gladstone,Queensland,AUSTRALIA",-23.8431724,151.256132
1478,22-Oct-1985,1985.0,Unprovoked,USA,California,"Point Conception, Santa Barbara County",diving,minor injury to foot & ankle,No,16h00,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,"Point Conception, Santa Barbara County,California,USA",34.448613,-120.4717299
1479,  05-Oct-1985,1985.0,Provoked,USA,Alabama,"Gulf Shores, Baldwin County",fishing,laceration to leg by hooked shark  provoked incident,No,,"6', 100-lb shark","Gulf Shores, Baldwin County,Alabama,USA",30.2711224,-87.6893826
1480,08-Sep-1985,1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",diving,laceration and 4 puncture wounds to left hand,No,15h00,1.8 m silky shark,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1481,22-Aug-1985,1985.0,Unprovoked,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",walking,right calf bitten & less serious injury to left foot,No,,,"Palmetto Dunes, Hilton Head, Beaufort County,South Carolina,USA",32.1768014,-80.7175758
1482,25-Jul-1985,1985.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",walking,right calf bitten,No,17h00,possibly a small hammerhead shark,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1483,25-Jul-1985,1985.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,hand bitten,No,10h22,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1484,19-Jul-1985,1985.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",other,2/3rd of left calf removed,No,,"tiger shark, 2.4 m to 2.7 m [8' to 9']","Folly Beach, Charleston County,South Carolina,USA",32.6549967,-79.9406093
1485,Mid Jul-1985 or mid Jul-1986,1985.0,Unprovoked,ITALY,Sicily,Punta Secca,diving,contusion of left foot,No,16h00,"3 m to 3.6 m  [10' to 11'9""] white shark","Punta Secca,Sicily,ITALY",36.7880597,14.4943956
1486,26-May-1985,1985.0,Unprovoked,USA,California,"Long Beach, Los Angeles County",surfing,leg injured,No,,shark involvement not confirmed,"Long Beach, Los Angeles County,California,USA",33.77558955,-118.1804218997306
1487,16-Mar-1985,1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,hand bitten,No,,,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1488,18-Feb-1985,1985.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",diving,bruised,No,12h45,6 m [20'] white shark,"San Miguel Island, Santa Barbara County,California,USA",34.045202450000005,-120.37952995411791
1489,17-Jan-1985,1985.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umbogintwini,surfing,thigh & calf bitten,No,18h30,"3.5 m white shark, tooth fragments recovered","Umbogintwini,KwaZulu-Natal,SOUTH AFRICA",-30.0225,30.9125
1490,16-Jan-1985,1985.0,Boat,NEW ZEALAND,South Island,Christchurch,other,"no injury to occupant, shark bit boat",No,,6 m shark,"Christchurch,South Island,NEW ZEALAND",-43.530955,172.6366455
1491,Jan-1985,1985.0,Unprovoked,NEW CALEDONIA,South Province,Amedee Island,fishing,legs bitten,No,,tiger shark,"Amedee Island,South Province,NEW CALEDONIA",-22.47727885,166.4682251345427
1492,Jan-1985,1985.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock,fishing,upper right arm bitten after he shot the shark provoked incident,No,11h00,1.5 m [5'] dusky shark,"Salt Rock,KwaZulu-Natal,SOUTH AFRICA",-29.502072,31.237079
1493,11-Nov-1984,1984.0,Unprovoked,USA,Florida,"Jupiter Island Beach, Martin County",surfing,left foot bitten,No,,1.2 m [4'] shark,"Jupiter Island Beach, Martin County,Florida,USA",27.03419,-80.10358224127125
1494,30-Sep-1984,1984.0,Unprovoked,USA,California,"Tomales Point, Marin County",diving,legs & buttocks bitten,No,10h00,3 m to 4 m [10' to 13']  white shark,"Tomales Point, Marin County,California,USA",38.169643,-122.909996
1495,23-Sep-1984,1984.0,Unprovoked,USA,Florida,Volusia County,surfing,right foot bitten,No,14h00,,"Volusia County,Florida,USA",29.0533409,-81.1310761
1496,22-Sep-1984,1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,foot bitten,No,Morning,hammerhead shark?+o2356,"Indiatlantic, Brevard County,Florida,USA",28.1002928,-80.5733857
1497,19-Sep-1984,1984.0,Unprovoked,USA,Florida,Volusia County,swimming,no details,No,,,"Volusia County,Florida,USA",29.0533409,-81.1310761
1498,17-Sep-1984,1984.0,Unprovoked,USA,California,"Mission Beach, San Diego County",walking,arm bitten,No,15h30,small blue shark,"Mission Beach, San Diego County,California,USA",32.7825908,-117.2524943
1499,15-Sep-1984,1984.0,Unprovoked,USA,California,"Pigeon Point, San Mateo County",diving,fatal,Yes,08h30,4.5 m to 5 m white shark,"Pigeon Point, San Mateo County,California,USA",37.1815562,-122.3945402
1500,11-Sep-1984,1984.0,Provoked,MEXICO,Baja California,Guadalupe Island,fishing,"no injury, provoked incident",No,17h50,4.5 m to 5.5m white shark,"Guadalupe Island,Baja California,MEXICO",29.0347633,-118.26996085590125
1501,07-Aug-1984,1984.0,Unprovoked,INDONESIA,,Bali,other,fatal,Yes,,,"Bali,nan,INDONESIA",-8.3304977,115.0906401
1502,24-Jul-1984,1984.0,Unprovoked,USA,Texas,South Padre Island,swimming,lacerations on right foot,No,14h30,,"South Padre Island,Texas,USA",26.1036887,-97.1646938
1503,24-Jul-1984,1984.0,Unprovoked,USA,Texas,South Padre Island,swimming,legs severely lacerated,No,12h00,1.2 m [4'] shark,"South Padre Island,Texas,USA",26.1036887,-97.1646938
1504,Jul-1984,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,"no injury, shark hit swim fin",No,,raggedtooth shark,"Sodwana,KwaZulu-Natal,SOUTH AFRICA",-27.5678541,32.6531764
1505,14-Mar-1984,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Amanzimtoti,surfing,"no injury, 8 pressure dings in surboard",No,17h30,,"Amanzimtoti,KwaZulu-Natal,SOUTH AFRICA",-30.0497222,30.8886111
1506,01-Mar-1984,1984.0,Unprovoked,AUSTRALIA,Western Australia,Coral Bay,other,no details,No,,,"Coral Bay,Western Australia,AUSTRALIA",-23.1436752,113.770165
1507,11-Feb-1984,1984.0,Unprovoked,AUSTRALIA,Queensland,Derwent Island,fishing,hand bitten,No,,1.5 m white-tipped reef shark,"Derwent Island,Queensland,AUSTRALIA",-20.9861715,149.78575811788687
1508,04-Jan-1984,1984.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umlaas Canal,other,remains recovered 1-4-1984 showed evidence of defense wounds,Yes,,,"Umlaas Canal,KwaZulu-Natal,SOUTH AFRICA",-29.7538827,30.3133221
1509,1984,1984.0,Provoked,USA,California,San Francisco,other,head mouthed by captive shark provoked incident,No,,sevengill shark,"San Francisco,California,USA",37.7790262,-122.419906
1510,1984,1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,right foot bitten,No,,,"Indiatlantic, Brevard County,Florida,USA",28.1002928,-80.5733857
1511,25-Dec-1983,1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",surfing,left foot & thigh bitten,No,15h30,,"Riviera Beach, Palm Beach County,Florida,USA",26.784343,-80.0650293
1512,Reported      10-Nov-1983,1983.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,laceration to left foot,No,,tiger shark,"Melbourne Beach, Brevard County,Florida,USA",28.0683496,-80.5603303
1513,17-Oct-1983,1983.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",surfing,puncture marks in leg & surfboard dinged,No,,1.5 m [5'] shark,"Stuart Beach, Martin County,Florida,USA",27.2256486,-80.2202114
1514,13-Oct-1983,1983.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",walking,lacerations to left ankle,No,,4.5' shark,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1515,20-Aug-1983,1983.0,Unprovoked,USA,Oregon,"Cape Kiwanda,Tillamook County",surfing,"no injury, board bitten",No,10h00,white shark,"Cape Kiwanda,Tillamook County,Oregon,USA",45.2167126,-123.9803347
1516,13-Aug-1983,1983.0,Provoked,USA,Florida,"Riviera Beach, Palm Beach County",diving,hand abraded when he grabbed shark's tail provoked incident,No,,nurse shark,"Riviera Beach, Palm Beach County,Florida,USA",26.784343,-80.0650293
1517,12-Jul-1983,1983.0,Unprovoked,USA,Florida,"Caloosahatchee River, Lee County",surfing,left ankle nipped (3 punctures wounds),No,Afternoon,3.5' hammerhead shark,"Caloosahatchee River, Lee County,Florida,USA",26.7214836,-81.692193
1518,05-Jul-1983,1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",sailing,"no injury, shark bit air mattress, deflating it",No,,,"Riviera Beach, Palm Beach County,Florida,USA",26.784343,-80.0650293
1519,29-Jun-1983,1983.0,Unprovoked,USA,Florida,"Off 12th Street, Miami Beach",swimming,left foot bitten,No,11h00,,"Off 12th Street, Miami Beach,Florida,USA",25.7828557,-80.1351962
1520,20-Jun-1983,1983.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,left foot lacerated,No,16h30,,"Cocoa Beach, Brevard County,Florida,USA",28.3194741,-80.6102592
1521,15-Jun-1983,1983.0,Unprovoked,BAHAMAS,,Carter Cay,other,lacerations to hand & foot,No,11h00,6' blacktip shark,"Carter Cay,nan,BAHAMAS",26.6780828,-77.2673598
1522,June 1983,1983.0,Unprovoked,BAHAMAS,Berry Islands,Whale Cay,fishing,lacerations to thigh & buttocks,No,17h00,caribbean reef shark,"Whale Cay,Berry Islands,BAHAMAS",25.4194664,-77.7635392805492
1523,24-May 1983,1983.0,Unprovoked,USA,Florida," Riviera Beach, Palm Beach County",surfing,"knocked off board by shark, no injury",No,,," Riviera Beach, Palm Beach County,Florida,USA",26.784343,-80.0650293
1524,02-Apr-1983,1983.0,Unprovoked,USA,Florida,"Lake Worth Beach, Palm Beach County",surfing,left foot bitten,No,11h00,,"Lake Worth Beach, Palm Beach County,Florida,USA",26.6159698,-80.0569927
1525,30-Mar-1983,1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,fishing,right calf lacerated,No,11h15,1.8 m [6'] zambezi shark,"Scottburgh,KwaZulu-Natal,SOUTH AFRICA",-30.286041,30.754365
1526,10-Mar-1983,1983.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",surfing,"shark nudged board, no injury",No,,,"Juno Beach, Palm Beach County,Florida,USA",26.8797819,-80.0533743
1527,Mar-1983,1983.0,Unprovoked,NEW CALEDONIA,Loyalty Islands,"We, Lifou",other,calf bitten,No,,"""a small shark""","We, Lifou,Loyalty Islands,NEW CALEDONIA",-20.9162737,167.2643347
1528,20-Feb-1983,1983.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,skiing,puncture wounds to buttocks,No,12h30,3 m [10'] shark,"Mtunzini,KwaZulu-Natal,SOUTH AFRICA",-28.9551784,31.7556978
1529,Nov-1982,1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",other,arm bitten,No,,,"Isle of Palms, Charleston County,South Carolina,USA",32.7867697,-79.7880359
1530,27-Sep-1982,1982.0,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",surfing,laceration to lower left leg,No,13h30,1.5 m [5'] shark,"Patrick Air Force Base, Brevard County,Florida,USA",28.2422228,-80.60910739343556
1531,19-Sep-1982,1982.0,Unprovoked,USA,California,"Bear Harbor, Mendocino County",diving,upper left thigh & buttocks bitten,No,14h30,5 m to 6 m [16.5' to 20'] white shark,"Bear Harbor, Mendocino County,California,USA",39.9129259,-123.9380805
1532,29-Aug-1982,1982.0,Unprovoked,JAPAN,Kumamoto Prefecture,Ariake Bay,other,fatal,Yes,,,"Ariake Bay,Kumamoto Prefecture,JAPAN",32.82519045,130.471402366868
1533,24-Jul-1982,1982.0,Unprovoked,USA,California,"Point Buchon, San Luis Obispo County",other,"no injury, board bitten",No,11h00,4.5 m to 5.5 m [14.7' to 18'] white shark,"Point Buchon, San Luis Obispo County,California,USA",35.2581374,-120.8941627
1534,19-Jul-1982,1982.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County ",swimming,left ankle bitten,No,Late afternoon,0.9 m to 1.2 m [3' to 4'] shark,"Stuart Beach, Martin County ,Florida,USA",27.2256486,-80.2202114
1535,01-Jul-1982,1982.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",swimming,laceration to left leg,No,14h30,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1536,26-Jun-1982,1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",swimming,left arm bitten,No,16h30,5' shark,"Isle of Palms, Charleston County,South Carolina,USA",32.7867697,-79.7880359
1537,10-Mar-1982,1982.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,elbow bitten,No,14h00,,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1538,07-Mar-1982,1982.0,Unprovoked,AUSTRALIA,New South Wales,"Tallow Beach, Byron Bay",surfing,legs bitten  fatal,Yes,12h00,,"Tallow Beach, Byron Bay,New South Wales,AUSTRALIA",-28.6697473,153.62080870521265
1539,28-Feb-1982,1982.0,Unprovoked,AUSTRALIA,Tasmania,South Cape Bay,fishing,"fatal, body not recovered",Yes,,5.5 m [18''] white shark,"South Cape Bay,Tasmania,AUSTRALIA",-43.6212171,146.794109
1540,13-Feb-1982,1982.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",swimming,shark-bitten body found floating 1.5 miles offshore. bruises suggested she may have been bitten by the shark before drowning,Yes,Prior to 10h37,,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1541,07-Feb-1982,1982.0,Unprovoked,USA,California,"Stillwater Cove, Sonoma County",diving,calf & ankle bitten,No,11h00,5 m [16.5'] white shark,"Stillwater Cove, Sonoma County,California,USA",38.5466308,-123.2980728
